Geneid	Br39_23
TRNAQ8	0
LOC284561	0
TRNAH9	0
LOC101929325	0
TRNAH7	0
TRNAQ3	0
MIR5087	0
LOC102724893	0
RNVU1-10	0
MIR6077-2	0
RP6-206I17.2	0
RNVU1-3	0
LINC01138	0
PPIAL4G	0
TRNAN5-2	0
NBPF14	0
LOC100996763	24
NUDT4P1	0
LOC100996517	0
PDE4DIP	0
LOC101929787	0
NBPF9	0
LOC101060398	0
LOC101929790	0
LOC102723348	0
LOC730257	0
LOC653513	8
LOC100996761	0
LOC102723367	0
LOC100996716	0
LOC100996717	0
LOC102723816	0
NBPF19	0
TRNAN-GUU-6	0
PPIAL4C	0
LOC102723863	0
LOC642441	4
LINC00869	2
TRNAN22-2	0
LOC101927520	0
FAM231D	0
TRNAV22	0
LOC102723955	0
TRNAN8	0
HIST2H2BF	0
FCGR1A	0
LOC101927767	0
HIST2H3D	0
HIST2H4A	0
HIST2H3C	0
HIST2H2AA3	0
HIST2H2BC	0
HIST2H2AA4	0
HIST2H3A	0
HIST2H4B	0
HIST2H2BE	0
HIST2H2AC	0
HIST2H2AB	0
BOLA1	100
SV2A	0
SF3B4	102
MTMR11	0
OTUD7B	0
VPS45	330
PLEKHO1	76
ANP32E	13
CA14	0
APH1A	5
C1orf54	1
C1orf51	0
MRPS21	113
PRPF3	0
RPRD2	0
TARS2	0
MIR6878	0
ECM1	0
LINC00568	0
ADAMTSL4	208
MIR4257	0
ADAMTSL4-AS1	57
MCL1	1289
ENSA	501
LOC102724012	0
GOLPH3L	0
HORMAD1	0
CTSS	0
CTSK	6
ARNT	140
LOC100996521	0
SETDB1	0
CERS2	117
ANXA9	0
FAM63A	4
PRUNE	142
BNIPL	0
C1orf56	176
CDC42SE1	331
MLLT11	0
GABPB2	0
SEMA6C	0
TNFAIP8L2	0
TNFAIP8L2-SCNM1	3
LYSMD1	0
SCNM1	7
TMOD4	0
VPS72	69
PIP5K1A	0
PSMD4	748
LOC100507670	0
ZNF687	23
PI4KB	0
RFX5	0
LOC101927886	0
SELENBP1	0
PSMB4	1636
POGZ	0
CGN	155
TUFT1	0
MIR554	0
SNX27	147
CELF3	0
RIIAD1	0
MRPL9	246
OAZ3	34
TDRKH	0
LOC101927929	0
LINGO4	0
RORC	0
C2CD4D	0
LOC100132111	0
THEM5	0
THEM4	0
S100A10	2727
NBPF18P	0
S100A11	2574
LOC101927949	0
LOC100131107	0
TCHHL1	0
TCHH	0
RPTN	0
HRNR	0
FLG	0
FLG-AS1	0
FLG2	0
CRNN	0
LCE5A	0
CRCT1	0
LCE3E	0
LCE3D	0
LCE3C	0
LCE3B	0
LCE3A	0
LCE2D	0
LCE2C	0
LCE2B	0
LCE2A	0
LCE4A	0
C1orf68	0
KPRP	0
LCE1F	0
LCE1E	0
LCE1D	0
LCE1C	0
LCE1B	0
LCE1A	0
LCE6A	0
SMCP	0
IVL	11
LOC101927988	0
SPRR4	0
SPRR1A	0
SPRR3	0
SPRR1B	0
SPRR2D	0
SPRR2A	0
SPRR2B	0
SPRR2E	0
SPRR2F	0
SPRR2C	0
SPRR2G	0
RP1-140J1.1	0
LELP1	0
PRR9	0
LOR	0
PGLYRP3	0
PGLYRP4	0
S100A9	10
S100A12	0
S100A8	0
S100A7A	0
S100A7L2	0
S100A7	0
S100A6	1122
S100A5	0
S100A4	264
S100A3	0
S100A2	0
S100A16	897
S100A14	108
S100A13	0
S100A1	0
CHTOP	105
SNAPIN	24
ILF2	167
TRNAM3	0
NPR1	0
MIR8083	0
INTS3	104
SLC27A3	0
GATAD2B	6
LOC101928059	13
DENND4B	276
CRTC2	0
SLC39A1	208
MIR6737	4
CREB3L4	7
JTB	1715
RAB13	0
RPS27	116
NUP210L	0
MIR5698	0
TPM3	1754
MIR190B	0
C1orf189	0
C1orf43	1172
UBAP2L	0
HAX1	1597
AQP10	121
ATP8B2	0
LOC101928101	0
IL6R	0
SHE	0
TDRD10	0
UBE2Q1	113
CHRNB2	0
ADAR	241
KCNN3	0
PMVK	269
PBXIP1	0
PYGO2	0
LOC101928120	37
SHC1	227
CKS1B	131
MIR4258	0
FLAD1	159
LENEP	0
ZBTB7B	4
DCST2	2
DCST1	0
RP11-307C12.11	0
ADAM15	56
EFNA4	1
EFNA3	0
EFNA1	0
SLC50A1	141
DPM3	110
KRTCAP2	534
TRIM46	0
MUC1	1
MIR92B	0
THBS3	0
MTX1	99
GBAP1	0
GBA	0
FAM189B	0
SCAMP3	272
CLK2	0
HCN3	0
PKLR	0
FDPS	606
RUSC1-AS1	88
RUSC1	71
ASH1L	328
MIR555	0
POU5F1P4	0
ASH1L-AS1	1
MSTO1	0
YY1AP1	515
DAP3	55
MSTO2P	0
GON4L	0
SYT11	12
RIT1	81
KIAA0907	0
SNORA42	0
SCARNA4	0
RXFP4	0
ARHGEF2	226
MIR6738	2
SSR2	580
UBQLN4	104
LAMTOR2	361
RAB25	349
MEX3A	0
LMNA	3009
SEMA4A	0
SLC25A44	0
PMF1-BGLAP	357
PMF1	706
BGLAP	0
PAQR6	183
SMG5	9
TMEM79	0
C1orf85	0
VHLL	0
CCT3	611
TSACC	0
RHBG	0
C1orf61	0
MIR9-1	0
MEF2D	267
LOC102724180	0
IQGAP3	50
TTC24	0
APOA1BP	703
GPATCH4	0
LOC101928177	0
HAPLN2	0
BCAN	0
NES	0
CRABP2	2546
ISG20L2	2
RRNAD1	0
MRPL24	248
HDGF	173
LOC102724206	0
PRCC	25
SH2D2A	160
NTRK1	37
INSRR	0
PEAR1	134
LRRC71	0
ARHGEF11	0
MIR765	0
LOC102724222	0
ETV3L	0
ETV3	0
CYCSP52	0
RP11-85G21.2	0
FCRL5	0
FCRL4	0
FCRL3	0
FCRL2	0
FCRL1	0
CD5L	0
KIRREL	0
RP11-404O13.1	0
CD1D	0
CD1A	0
CD1C	0
CD1B	0
CD1E	0
OR10T2	0
OR10K2	143
OR10K1	0
OR10R2	0
OR6Y1	0
OR6P1	0
OR10X1	0
OR10Z1	0
SPTA1	0
OR6K2	0
OR6K3	0
OR6K6	0
OR6N1	0
OR6N2	0
MNDA	0
PYHIN1	0
IFI16	92
AIM2	0
LOC102724240	0
TRNAR16	0
CADM3	0
LOC100131825	0
DARC	0
FCER1A	0
OR10J3	0
OR10J1	0
OR10J5	0
APCS	0
CRP	0
LOC101928264	0
DUSP23	424
FCRL6	12
SLAMF8	0
C1orf204	0
VSIG8	0
CCDC19	43
TAGLN2	4668
IGSF9	0
SLAMF9	0
LINC01133	519
PIGM	0
KCNJ10	0
KCNJ9	0
IGSF8	59
ATP1A2	0
ATP1A4	0
CASQ1	0
RP11-536C5.7	52
PEA15	501
DCAF8	179
PEX19	0
LOC101928319	0
COPA	1
SUMO1P3	21
NCSTN	10
NHLH1	0
VANGL2	0
SLAMF6	0
CD84	1774
SLAMF1	0
CD48	0
SLAMF7	0
LY9	0
CD244	0
ITLN1	0
RP11-544M22.1	0
ITLN2	0
F11R	700
TSTD1	1605
USF1	0
ARHGAP30	0
PVRL4	0
KLHDC9	177
PFDN2	219
NIT1	238
DEDD	143
UFC1	452
USP21	193
PPOX	76
B4GALT3	402
ADAMTS4	0
NDUFS2	462
FCER1G	0
APOA2	0
TOMM40L	0
MIR5187	0
NR1I3	0
PCP4L1	113
MPZ	0
SDHC	309
C1orf192	0
TRNAV29	0
TRNAE23	0
TRNAN32	0
TRNAG7	0
TRNAD18	0
TRNAL38	0
TRNAG30	0
TRNAE13	0
TRNAG24	0
TRNAD11	0
TRNAL5	0
TRNAG23	0
TRNAE22	0
TRNAG13	0
TRNAD13	0
TRNAL30	0
TRNAG21	0
TRNAE18	0
TRNAG17	0
TRNAD6	0
TRNAL35	0
TRNAG15	0
TRNAE5	0
TRNAG9	0
TRNAD5	0
TRNAL14	0
TRNAG25	0
FCGR2A	556
TRNAG31	0
HSPA6	0
TRNAL6	0
TRNAG8	0
TRNAN14	0
FCGR3A	0
FCGR2C	2
HSPA7	0
TRNAL3	0
FCGR3B	0
FCGR2B	0
RPL31P11	0
FCRLA	0
FCRLB	0
DUSP12	179
LOC102724329	0
ATF6	333
OLFML2B	0
NOS1AP	0
MIR4654	0
MIR556	0
C1orf111	0
C1orf226	0
SH2D1B	0
UHMK1	467
LOC102724358	0
UAP1	128
DDR2	0
HSD17B7	120
C1orf110	0
RGS4	0
RGS5	0
RP11-267N12.1	0
NUF2	0
LOC100422212	0
PBX1	0
LOC102724387	0
RP11-506O24.1	0
LMX1A	0
RXRG	0
RP11-280O1.2	0
LRRC52	0
MGST3	199
ALDH9A1	0
LOC440700	1
TMCO1	352
RP11-466F5.8	0
UCK2	0
MIR3658	0
FAM78B	0
MIR921	0
FMO9P	0
POGK	80
TADA1	0
LOC101928459	0
ILDR2	0
MAEL	0
GPA33	0
DUSP27	0
LOC101928484	0
POU2F1	121
CD247	0
LOC101928512	0
CREG1	115
LOC102724466	0
RCSD1	0
TRNAP11	0
TRNAP4	0
MPZL1	0
ADCY10	0
MPC2	178
DCAF6	8
MIR1255B2	0
GPR161	0
TIPRL	70
SFT2D2	0
ANKRD36BP1	0
TBX19	0
MIR557	0
RP5-968D22.1	0
RP5-968D22.3	0
XCL2	0
XCL1	0
DPT	0
LINC00626	0
LINC00970	0
LOC101928596	0
ATP1B1	1
NME7	1
BLZF1	0
CCDC181	0
SLC19A2	0
F5	0
SELP	0
SELL	0
SELE	0
LOC101928628	0
METTL18	0
C1orf112	0
SCYL3	0
KIFAP3	4
METTL11B	0
MIR3119-1	0
MIR3119-2	0
LINC01142	0
RP11-576I22.2	0
GORAB	0
PRRX1	0
MROH9	0
FMO3	0
MIR1295A	0
MIR1295B	0
FMO6P	0
FMO2	0
FMO1	0
FMO4	0
TOP1P1	0
PRRC2C	336
MYOC	0
VAMP4	0
METTL13	0
DNM3	644
DNM3OS	531
MIR214	9
MIR3120	6
MIR199A2	0
LOC102724541	0
LOC102724528	0
C1orf105	0
PIGC	16
SUCO	170
FASLG	0
TNFSF18	0
TNFSF4	0
LOC100506023	57
LOC102724568	0
LOC101928673	0
PRDX6	668
SLC9C2	0
ANKRD45	0
LOC730159	0
KLHL20	0
CENPL	0
DARS2	0
GAS5-AS1	4
GAS5	259
SNORD81	0
SNORD47	0
SNORD80	0
SNORD79	1
SNORD78	0
SNORD44	13
SNORD77	0
SNORD76	5
SNORD75	0
SNORD74	0
ZBTB37	0
SERPINC1	0
RC3H1	67
LOC102724601	0
RABGAP1L	1407
GPR52	0
RP1-102G20.5	0
LOC102724578	3
CACYBP	327
MRPS14	0
TNN	0
KIAA0040	0
TNR	0
LOC101928727	0
RP11-222A5.1	0
RFWD2	505
SCARNA3	0
PAPPA2	0
LOC102724649	0
ASTN1	0
MIR488	0
BRINP2	0
LOC102724661	0
RP11-63B19.1	0
SEC16B	0
LOC730102	0
RASAL2-AS1	0
RASAL2	15
LINC00083	0
LOC101928866	0
TEX35	0
C1orf220	0
MIR4424	0
LOC646976	0
RALGPS2	0
ANGPTL1	0
LOC102724754	0
FAM20B	1
TOR3A	48
ABL2	0
SOAT1	0
AXDND1	8
NPHS2	0
TDRD5	0
FAM163A	0
TOR1AIP2	298
TOR1AIP1	1
LOC101928933	0
CEP350	4
QSOX1	0
FLJ23867	0
LHX4	0
RP5-1180C10.2	0
ACBD6	153
MIR3121	0
XPR1	132
KIAA1614	0
LOC102724791	0
STX6	128
MR1	0
IER5	25
RP11-540K16.1	0
GM140	0
CACNA1E	15
ZNF648	0
GS1-122H1.2	0
GLUL	691
TEDDM1	0
LINC00272	0
RGSL1	0
RNASEL	0
RGS16	622
LOC284648	0
RGS8	0
NPL	0
DHX9	56
SHCBP1L	0
LAMC1	0
LAMC2	0
NMNAT2	0
SMG7-AS1	0
SMG7	0
NCF2	0
ARPC5	412
RGL1	0
APOBEC4	0
COLGALT2	0
TSEN15	257
LOC102724830	0
LOC102724846	0
C1orf21	252
LOC102724857	0
LOC101929044	0
EDEM3	0
FAM129A	0
LOC101929069	0
RNF2	2
TRMT1L	0
SWT1	0
IVNS1ABP	0
LOC102724641	0
GS1-279B7.1	0
LOC102724897	0
GS1-204I12.1	0
HMCN1	38
PRG4	0
TPR	130
C1orf27	0
OCLM	0
LOC102724919	0
PDC	0
PTGS2	2
PLA2G4A	0
LOC101929766	0
BRINP3	0
RP11-547I7.2	0
RP11-463J7.2	0
RGS18	152
RGS21	0
RGS1	0
RGS13	0
MIR4426	262
RGS2	0
LOC102724954	0
UCHL5	457
TROVE2	9
GLRX2	52
CDC73	35
LOC101929160	0
MIR1278	0
B3GALT2	7
LOC101929184	0
LOC102723336	0
KCNT2	0
MIR4735	0
CFH	0
CFHR3	0
CFHR1	0
CFHR4	0
CFHR2	0
CFHR5	0
F13B	0
ASPM	0
ZBTB41	16
CRB1	7
DENND1B	15
C1orf53	0
LHX9	0
NEK7	0
ATP6V1G3	0
PTPRC	0
MIR181A1HG	0
MIR181B1	0
MIR181A1	0
FLJ43585	0
NR5A2	0
LINC00862	0
ZNF281	0
KIF14	0
DDX59	0
RP11-92G12.3	0
CAMSAP2	0
GPR25	0
C1orf106	0
MROH3P	0
KIF21B	0
LOC101929305	0
CACNA1S	0
ASCL5	0
TMEM9	666
IGFN1	0
PKP1	0
LOC101929326	0
TNNT2	0
LAD1	0
LOC101929343	0
TNNI1	0
LOC101929367	0
PHLDA3	0
CSRP1	488
RPS10P7	0
NAV1	0
IPO9-AS1	0
MIR5191	0
MIR1231	0
IPO9	50
MIR6739	1
SHISA4	0
LMOD1	0
TIMM17A	186
RNPEP	0
LOC102723465	0
MIR6740	0
ELF3	165
GPR37L1	0
ARL8A	23
PTPN7	2
PTPRVP	0
LGR6	0
LOC101929388	0
UBE2T	54
PPP1R12B	16
SYT2	0
LOC101926929	0
KDM5B	23
PCAT6	46
LOC102723494	0
LOC641515	0
RP11-480I12.7	0
RABIF	322
KLHL12	34
ADIPOR1	774
CYB5R1	254
LOC100506747	0
TMEM183A	111
PPFIA4	0
MYOG	0
ADORA1	0
MYBPH	0
CHI3L1	0
CHIT1	0
RP11-134P9.3	0
LINC01136	0
BTG2	345
FMOD	0
LOC102723529	0
PRELP	0
OPTC	0
ATP2B4	0
SNORA77	0
LINC00260	0
LOC102723543	0
LAX1	0
ZC3H11A	31
ZBED6	17
SNRPE	35
LINC00303	0
SOX13	0
ETNK2	0
LOC101929441	0
REN	0
KISS1	0
GOLT1A	0
PLEKHA6	130
LINC00628	0
PPP1R15B	426
PIK3C2B	0
TRNAK16	0
TRNAK34	0
MDM4	114
LRRN2	26
NFASC	0
CNTN2	0
TMEM81	0
RBBP5	0
DSTYK	50
TMCC2	0
LOC101929459	0
NUAK2	0
KLHDC8A	0
LOC102724743	0
LEMD1-AS1	0
LEMD1	0
BLACAT1	0
MIR135B	0
RP11-576D8.4	0
TRNAK11	0
CDK18	0
LOC284578	0
MFSD4	0
ELK4	261
SLC45A3	0
NUCKS1	112
RAB7L1	0
SLC41A1	0
LOC101059976	0
PM20D1	0
LOC284581	0
SLC26A9	0
RAB7B	0
CTSE	0
C1orf186	0
LOC100505650	0
AVPR1B	0
FAM72A	0
SRGAP2	0
IKBKE	0
MIR6769B	0
RASSF5	0
EIF2D	53
DYRK3	0
MAPKAPK2	107
IL10	0
IL19	0
IL20	0
IL24	0
FAIM3	1
PIGR	0
FCAMR	0
C1orf116	0
YOD1	166
PFKFB2	3
C4BPB	0
C4BPA	0
CD55	1319
LOC101929363	0
CR2	0
CR1	0
CR1L	0
CD46	373
MIR29C	0
MIR29B2	0
LOC101929385	0
LOC148696	0
CD34	0
PLXNA2	0
LOC100509303	0
LOC101929476	0
MIR205HG	0
MIR205	0
CAMK1G	0
LAMB3	0
MIR4260	0
LOC101930114	0
G0S2	0
HSD11B1	0
TRAF3IP3	0
C1orf74	0
IRF6	0
DIEXF	0
SYT14	0
SERTAD4-AS1	0
SERTAD4	40
HHAT	0
KCNH1	0
KCNH1-IT1	0
RCOR3	185
TRAF5	0
LINC00467	10
RD3	0
SLC30A1	104
NEK2	0
RP11-122M14.1	0
LPGAT1	97
LOC102723727	0
INTS7	0
DTL	0
RPL21P28	1
MIR3122	0
RP11-15I11.3	0
PPP2R5A	315
SNORA16B	0
TMEM206	0
NENF	403
RP11-61J19.3	0
ATF3	1100
FAM71A	0
LOC102723761	0
BATF3	0
NSL1	0
TATDN3	257
C1orf227	0
FLVCR1-AS1	0
FLVCR1	0
VASH2	0
ANGEL2	117
RPS6KC1	0
PROX1-AS1	0
LINC00538	0
PROX1	0
LOC102723802	0
SMYD2	0
PTPN14	0
CENPF	0
KCNK2	0
LOC101929612	0
KCTD3	0
USH2A	0
LOC102723833	0
ESRRG	0
GPATCH2	0
SPATA17	0
LINC00210	0
RP11-152L7.2	0
RRP15	0
RP11-224O19.2	0
TGFB2	1
RP11-135J2.4	0
LYPLAL1	61
LOC101929666	0
LOC101929648	0
LOC102723886	0
LOC101929713	0
LOC101929689	0
SLC30A10	0
EPRS	0
BPNT1	0
IARS2	230
MIR215	0
MIR194-1	0
RAB3GAP2	73
MIR664	0
SNORA36B	0
AURKAPS1	0
MARK1	0
C1orf115	0
MARC2	0
MARC1	0
LOC101930644	0
RP11-295M18.2	0
HLX-AS1	0
HLX	0
LOC101929750	0
C1orf140	4
DUSP10	0
RP11-191N8.2	0
TRNAT19	0
LOC101926901	0
LOC102723986	0
HHIPL2	0
TAF1A	0
LOC100506161	0
MIA3	2
AIDA	1
BROX	0
FAM177B	82
LOC102724017	0
DISP1	0
LOC102724046	0
TLR5	0
SUSD4	0
C1orf65	0
CAPN8	0
CAPN8-2	0
CAPN2	15
TP53BP2	0
LOC101060626	0
LOC441124	0
LOC101927054	0
LOC100288102	0
LOC101926980	0
LOC100287497	0
FBXO28	0
DEGS1	64
LOC101927143	0
RP11-365O16.6	0
NVL	26
MIR320B2	0
CNIH4	657
LOC101927185	0
WDR26	21
MIR4742	0
LOC101928291	0
CNIH3	0
LOC102723817	0
DNAH14	0
LBR	151
ENAH	204
LOC102723834	0
SRP9	349
EPHX1	246
TMEM63A	548
LEFTY1	0
PYCR2	298
MIR6741	2
LEFTY2	0
SDE2	28
H3F3A	96
ACBD3	4
LOC101927247	0
MIXL1	0
LIN9	0
PARP1	303
C1orf95	0
ITPKB	181
ITPKB-IT1	0
PSEN2	0
ADCK3	0
CDC42BPA	272
ZNF678	41
LOC100130093	80
JMJD4	152
SNAP47	10
PRSS38	0
WNT9A	0
MIR5008	0
LOC728728	0
WNT3A	0
LOC100506571	0
ARF1	2526
MIR3620	60
C1orf35	0
MRPL55	401
GUK1	900
GJC2	0
IBA57-AS1	1
IBA57	244
C1orf145	0
OBSCN	0
LOC101927401	0
TRIM11	0
MIR6742	0
TRIM17	0
HIST3H3	0
HIST3H2A	0
HIST3H2BB	0
MIR4666A	0
RNF187	7
BTNL10	0
RNA5S1	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RHOU	0
DUSP5P1	0
RNA5S17	0
LOC102723935	0
RAB4A	79
SPHAR	0
CCSAP	10
ACTA1	4
NUP133	31
RP4-613A2.1	0
ABCB10	0
TAF5L	0
URB2	0
LOC101927504	0
LOC101927532	0
GALNT2	26
PGBD5	0
LOC101927553	0
COG2	15
AGT	0
CAPN9	0
C1orf198	291
LOC101927576	0
RP5-858B6.3	0
TTC13	0
ARV1	182
LOC102724026	0
FAM89A	0
MIR1182	0
TRIM67	0
RP5-1097F14.3	0
C1orf131	80
GNPAT	0
EXOC8	0
SPRTN	0
EGLN1	0
LOC102724041	0
SNRPD2P2	0
TSNAX-DISC1	63
TSNAX	109
LINC00582	0
DISC1	0
DISC2	0
LOC101927660	0
SIPA1L2	0
RP11-66A2.2	0
MAP10	0
LOC101927711	0
NTPCR	103
PCNXL2	0
LOC101927736	0
KIAA1804	0
KCNK1	0
MIR4427	0
SLC35F3	0
LOC102724100	0
MIR4671	0
LOC101927765	18
COA6	55
TARBP1	0
RP5-855F14.1	0
IRF2BP2	194
LINC00184	0
RP4-781K5.4	0
LINC01132	0
PP2672	0
LOC731656	0
TOMM20	244
SNORA14B	0
RBM34	62
ARID4B	319
MIR4753	0
GGPS1	100
TBCE	4
B3GALNT2	180
GNG4	0
LOC101927906	0
LYST	156
MIR1537	0
NID1	56
GPR137B	0
ERO1LB	0
EDARADD	462
LGALS8	133
LGALS8-AS1	0
HEATR1	308
ACTN2	0
MTR	1
MT1HL1	0
RYR2	1
MIR4428	0
RP11-193H5.1	1
ZP4	0
LINC01139	0
LOC102724174	0
CHRM3	0
CHRM3-AS2	0
CHRM3-AS1	0
RPS7P5	0
FMN2	0
GREM2	0
LOC100506929	0
RGS7	0
MIR3123	0
FH	352
KMO	0
OPN3	0
CHML	0
WDR64	0
EXO1	0
MAP1LC3C	0
PLD5	0
RP11-261C10.3	1
CEP170	0
SDCCAG8	101
MIR4677	0
LOC102724256	0
AKT3	0
RP11-278H7.1	0
ZBTB18	0
LOC440742	0
C1orf100	0
ADSS	77
C1orf101	0
DESI2	20
COX20	206
HNRNPU-AS1	186
HNRNPU	287
LOC101928068	0
EFCAB2	0
KIF26B	0
SMYD3	12
LOC101928089	0
RP11-690C23.2	0
TFB2M	43
CNST	797
LOC101928139	0
LOC102724382	0
SCCPDH	464
KIF28P	0
LOC149134	0
AHCTF1	120
ZNF695	0
ZNF670-ZNF695	0
ZNF670	0
ZNF669	43
FLJ39095	0
C1orf229	0
ZNF124	0
MIR3916	3
VN1R5	0
ZNF496	169
LOC102724425	0
NLRP3	0
OR2B11	0
OR2W5	0
GCSAML	83
GCSAML-AS1	0
OR2C3	0
LOC102724435	7
OR2G2	0
OR2G3	0
LOC102724446	0
OR13G1	0
OR6F1	0
OR1C1	0
OR14A16	0
OR11L1	0
TRIM58	68
OR2W3	0
OR2T8	0
OR2L13	0
OR2L8	0
OR2AK2	0
OR2L1P	0
OR2L5	0
OR2L2	0
OR2L3	0
OR2M1P	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	0
OR2T12	0
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T2	0
OR2T3	0
OR2T5	0
OR2G6	0
OR2T29	0
OR2T34	0
OR2T10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	0
LOC101928226	0
LYPD8	0
SH3BP5L	0
MIR3124	0
ZNF672	491
ZNF692	0
TRNAL19	0
TRNAE24	0
PGBD2	0
LOC102723376	0
LOC102723363	0
TUBB8	0
ZMYND11	149
DIP2C	0
LOC101930421	0
MIR5699	0
PRR26	0
LARP4B	98
LOC101927762	0
GTPBP4	35
IDI2	8
IDI2-AS1	51
LOC102723422	70
IDI1	235
WDR37	0
LINC00200	0
ADARB2	0
ADARB2-AS1	0
LOC101929564	0
LINC00700	0
MIR6072	0
LINC00701	0
LOC101927824	0
PFKP	997
LOC101927848	0
PITRM1	248
PITRM1-AS1	92
LOC101927880	0
KLF6	6114
LOC101927904	0
MIR6078	0
LOC101927946	0
RP11-433J20.1	0
LINC00702	0
LINC00703	0
LINC00704	0
LINC00705	0
AKR1E2	45
AKR1C6P	0
LOC101928027	0
AKR1C1	0
AKR1C2	0
LOC101928051	0
AKR1C3	0
AKR1CL1	0
AKR1C4	0
UCN3	0
TUBAL3	0
NET1	566
CALML5	0
CALML3	0
LOC102723629	0
LOC102723615	0
ASB13	0
FAM208B	110
GDI2	276
TRNAV26	0
ANKRD16	0
FBXO18	44
IL15RA	0
IL2RA	0
LOC102723642	0
RBM17	231
LOC101928080	0
PFKFB3	0
MIR3155A	0
MIR3155B	0
RP11-563J2.2	0
DKFZp667F0711	0
PRKCQ	492
LOC102723695	0
PRKCQ-AS1	99
LOC101928130	0
LOC102723721	0
LINC00706	0
LINC00707	0
SFMBT2	0
ITIH5	0
LOC101928171	0
ITIH2	0
KIN	0
ATP5C1	519
LOC101928197	0
TAF3	0
GATA3	0
GATA3-AS1	0
LINC00708	0
LOC101928272	0
LINC00709	0
RP5-933E2.1	0
RP11-271F18.4	0
SFTA1P	0
CELF2	954
LINC00710	0
CELF2-AS2	0
CELF2-AS1	0
USP6NL	0
USP6NL-IT1	33
LOC439951	0
ECHDC3	0
PROSER2	107
PROSER2-AS1	57
UPF2	0
DHTKD1	264
SEC61A2	30
MIR548AK	0
NUDT5	261
CDC123	60
CAMK1D	0
MIR4480	0
MIR4481	0
MIR548Q	0
LOC283070	0
CCDC3	0
OPTN	100
MCM10	0
RNU6-2	0
UCMA	0
PHYH	0
SEPHS1	0
LOC102723860	0
BEND7	0
PRPF18	57
FRMD4A	219
LOC101928524	16
LOC102723887	0
RP11-397C18.2	0
MIR4293	0
MIR1265	0
FAM107B	175
CDNF	0
HSPA14	180
SUV39H2	7
DCLRE1C	141
MEIG1	0
LOC101928562	0
OLAH	0
ACBD7	0
C10orf111	0
RPP38	0
NMT2	1
PPIAP30	0
LOC102724013	0
LOC101928623	0
FAM171A1	0
LOC101928655	0
ITGA8	0
LOC101928678	0
FAM188A	0
LOC102724039	0
PTER	0
C1QL3	0
LOC101928701	0
RSU1	80
CUBN	0
TRDMT1	37
VIM-AS1	96
VIM	99
ST8SIA6	0
ST8SIA6-AS1	67
PTPLA	0
STAM	8
TMEM236	0
MRC1	0
MIR511-1	0
SLC39A12	0
RP11-110H10.2	0
CACNB2	11
NSUN6	17
LOC102724059	0
ARL5B	89
MALRD1	0
LOC102724082	0
RP11-354E11.2	0
PLXDC2	43
MIR4675	0
NEBL	0
C10orf113	0
NEBL-AS1	0
RNU6-15P	0
CASC10	0
MIR1915	0
SKIDA1	0
MLLT10	163
DNAJC1	186
EBLN1	0
TRNAN11	0
LOC100130992	0
COMMD3	439
COMMD3-BMI1	376
BMI1	91
SPAG6	0
LOC100499489	0
LOC100289455	0
PIP4K2A	27
LOC101928970	0
ARMC3	0
MSRB2	0
PTF1A	0
C10orf115	0
C10orf67	0
MIR1254-2	0
OTUD1	0
KIAA1217	0
MIR603	0
LOC101928997	0
ARHGAP21	325
PRTFDC1	0
ENKUR	146
THNSL1	0
RP11-80K21.3	100
GPR158-AS1	33
GPR158	0
LINC00836	0
RP11-435M3.2	0
MYO3A	0
GAD2	0
APBB1IP	0
LOC101929117	0
LINC00264	0
LOC102724202	0
LINC00202-2	0
PDSS1	0
ABI1	723
LINC00202-1	0
LOC101929149	0
LOC102724218	0
ANKRD26	0
YME1L1	205
MASTL	99
ACBD5	0
LRRC37A6P	0
ARMC4P1	0
LOC102724245	0
LOC101929180	0
PTCHD3	0
RAB18	57
MKX	0
LOC101929202	0
ARMC4	0
MPP7	46
MIR8086	0
WAC-AS1	4
WAC	445
BAMBI	0
LINC00837	0
RP11-478H13.3	0
C10orf126	0
LOC101929236	0
LYZL1	0
PTCHD3P1	0
SVIL	241
LOC102724316	0
MIR604	0
MIR938	0
LOC102724333	0
KIAA1462	0
LOC101929256	0
LOC101929279	0
MTPAP	0
MIR7162	0
MAP3K8	1811
LYZL2	0
SVILP1	0
ZNF438	0
LOC101929352	0
LOC101929946	0
ZEB1-AS1	0
ZEB1	0
LOC100996668	0
LOC100505502	0
LOC646034	0
ARHGAP12	0
KIF5B	443
EPC1	310
LOC102031319	0
LOC101929431	0
CCDC7	21
ITGB1	372
LOC101929475	0
LOC101929447	0
NRP1	0
LINC00838	0
PARD3	388
PARD3-AS1	0
CUL2	0
MIR3611	0
CREM	389
CCNY	58
GJD4	0
FZD8	0
MIR4683	0
PCAT5	0
ANKRD30A	1
LOC102724509	0
LOC101929498	0
LINC00993	0
MTRNR2L7	0
LOC102724533	0
ZNF248	0
